OrderID,CategoryID,ProductID,UnitPrice_x,Quantity,Discount,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,ProductName,SupplierID,QuantityPerUnit,UnitPrice_y,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued,CompanyName,ContactName,ContactTitle,Address_x,City_x,Region_x,PostalCode_x,Country_x,Phone,Fax,LastName,FirstName,Title,TitleOfCourtesy,BirthDate,HireDate,Address_y,City_y,Region_y,PostalCode_y,Country_y,HomePhone,Extension,ReportsTo
10251,2,65,16.8,20,0,VICTE,3,08-07-1996,05-08-1996,15-07-1996,1,41.34,Victuailles en stock,"2, rue du Commerce",Lyon,Unknown,69004,France,Louisiana Fiery Hot Pepper Sauce,2,32 - 8 oz bottles,21.05,76,0,0,FALSE,Victuailles en stock,Mary Saveley,Sales Agent,"2, rue du Commerce",Lyon,,69004,France,78.32.54.86,78.32.54.87,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10252,3,20,64.8,40,0.050000001,SUPRD,4,09-07-1996,06-08-1996,11-07-1996,2,51.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Unknown,B-6000,Belgium,Sir Rodney's Marmalade,8,30 gift boxes,81,40,0,0,FALSE,Suprêmes délices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,(071) 23 67 22 20,(071) 23 67 22 21,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10252,4,33,2,25,0.050000001,SUPRD,4,09-07-1996,06-08-1996,11-07-1996,2,51.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Unknown,B-6000,Belgium,Geitost,15,500 g,2.5,112,0,20,FALSE,Suprêmes délices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,(071) 23 67 22 20,(071) 23 67 22 21,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10252,4,60,27.2,40,0,SUPRD,4,09-07-1996,06-08-1996,11-07-1996,2,51.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Unknown,B-6000,Belgium,Camembert Pierrot,28,15 - 300 g rounds,34,19,0,0,FALSE,Suprêmes délices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,(071) 23 67 22 20,(071) 23 67 22 21,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10253,4,31,10,20,0,HANAR,3,10-07-1996,24-07-1996,16-07-1996,2,58.17,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,Gorgonzola Telino,14,12 - 100 g pkgs,12.5,0,70,20,FALSE,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,(21) 555-0091,(21) 555-8765,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10253,1,39,14.4,42,0,HANAR,3,10-07-1996,24-07-1996,16-07-1996,2,58.17,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,Chartreuse verte,18,750 cc per bottle,18,69,0,5,FALSE,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,(21) 555-0091,(21) 555-8765,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10253,3,49,16,40,0,HANAR,3,10-07-1996,24-07-1996,16-07-1996,2,58.17,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,Maxilaku,23,24 - 50 g pkgs.,20,10,60,15,FALSE,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,(21) 555-0091,(21) 555-8765,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10254,1,24,3.6,15,0.150000006,CHOPS,5,11-07-1996,08-08-1996,23-07-1996,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland,Guaraná Fantástica,10,12 - 355 ml cans,4.5,20,0,0,TRUE,Chop-suey Chinese,Yang Wang,Owner,Hauptstr. 29,Bern,,3012,Switzerland,0452-076545,,Buchanan,Steven,Sales Manager,Mr.,04-03-1955,17-10-1993,14 Garrett Hill,London,Unknown,SW1 8JR,UK,(71) 555-4848,3453,2
10254,6,55,19.2,21,0.150000006,CHOPS,5,11-07-1996,08-08-1996,23-07-1996,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland,Pâté chinois,25,24 boxes x 2 pies,24,115,0,20,FALSE,Chop-suey Chinese,Yang Wang,Owner,Hauptstr. 29,Bern,,3012,Switzerland,0452-076545,,Buchanan,Steven,Sales Manager,Mr.,04-03-1955,17-10-1993,14 Garrett Hill,London,Unknown,SW1 8JR,UK,(71) 555-4848,3453,2
10254,7,74,8,21,0,CHOPS,5,11-07-1996,08-08-1996,23-07-1996,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland,Longlife Tofu,4,5 kg pkg.,10,4,20,5,FALSE,Chop-suey Chinese,Yang Wang,Owner,Hauptstr. 29,Bern,,3012,Switzerland,0452-076545,,Buchanan,Steven,Sales Manager,Mr.,04-03-1955,17-10-1993,14 Garrett Hill,London,Unknown,SW1 8JR,UK,(71) 555-4848,3453,2
10255,1,2,15.2,20,0,RICSU,9,12-07-1996,09-08-1996,15-07-1996,3,148.33,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland,Chang,1,24 - 12 oz bottles,19,17,40,25,FALSE,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Genève,,1203,Switzerland,0897-034214,,Dodsworth,Anne,Sales Representative,Ms.,27-01-1966,15-11-1994,7 Houndstooth Rd.,London,Unknown,WG2 7LT,UK,(71) 555-4444,452,5
10255,3,16,13.9,35,0,RICSU,9,12-07-1996,09-08-1996,15-07-1996,3,148.33,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland,Pavlova,7,32 - 500 g boxes,17.45,29,0,10,FALSE,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Genève,,1203,Switzerland,0897-034214,,Dodsworth,Anne,Sales Representative,Ms.,27-01-1966,15-11-1994,7 Houndstooth Rd.,London,Unknown,WG2 7LT,UK,(71) 555-4444,452,5
10255,8,36,15.2,25,0,RICSU,9,12-07-1996,09-08-1996,15-07-1996,3,148.33,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland,Inlagd Sill,17,24 - 250 g  jars,19,112,0,20,FALSE,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Genève,,1203,Switzerland,0897-034214,,Dodsworth,Anne,Sales Representative,Ms.,27-01-1966,15-11-1994,7 Houndstooth Rd.,London,Unknown,WG2 7LT,UK,(71) 555-4444,452,5
10255,4,59,44,30,0,RICSU,9,12-07-1996,09-08-1996,15-07-1996,3,148.33,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland,Raclette Courdavault,28,5 kg pkg.,55,79,0,0,FALSE,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Genève,,1203,Switzerland,0897-034214,,Dodsworth,Anne,Sales Representative,Ms.,27-01-1966,15-11-1994,7 Houndstooth Rd.,London,Unknown,WG2 7LT,UK,(71) 555-4444,452,5
10256,6,53,26.2,15,0,WELLI,3,15-07-1996,12-08-1996,17-07-1996,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Perth Pasties,24,48 pieces,32.8,0,0,0,TRUE,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,(14) 555-8122,,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10256,2,77,10.4,12,0,WELLI,3,15-07-1996,12-08-1996,17-07-1996,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Original Frankfurter grüne Soße,12,12 boxes,13,32,0,15,FALSE,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,(14) 555-8122,,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10257,3,27,35.1,25,0,HILAA,4,16-07-1996,13-08-1996,22-07-1996,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,Schoggi Schokolade,11,100 - 100 g pieces,43.9,49,0,30,FALSE,HILARION-Abastos,Carlos Hernández,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,(5) 555-1340,(5) 555-1948,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10257,1,39,14.4,6,0,HILAA,4,16-07-1996,13-08-1996,22-07-1996,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,Chartreuse verte,18,750 cc per bottle,18,69,0,5,FALSE,HILARION-Abastos,Carlos Hernández,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,(5) 555-1340,(5) 555-1948,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10257,2,77,10.4,15,0,HILAA,4,16-07-1996,13-08-1996,22-07-1996,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,Original Frankfurter grüne Soße,12,12 boxes,13,32,0,15,FALSE,HILARION-Abastos,Carlos Hernández,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,(5) 555-1340,(5) 555-1948,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10258,1,2,15.2,50,0.200000003,ERNSH,1,17-07-1996,14-08-1996,23-07-1996,1,140.51,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Chang,1,24 - 12 oz bottles,19,17,40,25,FALSE,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Davolio,Nancy,Sales Representative,Ms.,08-12-1948,01-05-1992,"507 - 20th Ave. E._x000D_
Apt. 2A",Seattle,WA,98122,USA,(206) 555-9857,5467,2
10258,2,5,17,65,0.200000003,ERNSH,1,17-07-1996,14-08-1996,23-07-1996,1,140.51,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Chef Anton's Gumbo Mix,2,36 boxes,21.35,0,0,0,TRUE,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Davolio,Nancy,Sales Representative,Ms.,08-12-1948,01-05-1992,"507 - 20th Ave. E._x000D_
Apt. 2A",Seattle,WA,98122,USA,(206) 555-9857,5467,2
10258,4,32,25.6,6,0.200000003,ERNSH,1,17-07-1996,14-08-1996,23-07-1996,1,140.51,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Mascarpone Fabioli,14,24 - 200 g pkgs.,32,9,40,25,FALSE,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Davolio,Nancy,Sales Representative,Ms.,08-12-1948,01-05-1992,"507 - 20th Ave. E._x000D_
Apt. 2A",Seattle,WA,98122,USA,(206) 555-9857,5467,2
10259,3,21,8,10,0,CENTC,4,18-07-1996,15-08-1996,25-07-1996,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Unknown,5022,Mexico,Sir Rodney's Scones,8,24 pkgs. x 4 pieces,10,3,40,5,FALSE,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,Sierras de Granada 9993,México D.F.,,5022,Mexico,(5) 555-3392,(5) 555-7293,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10259,8,37,20.8,1,0,CENTC,4,18-07-1996,15-08-1996,25-07-1996,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Unknown,5022,Mexico,Gravad lax,17,12 - 500 g pkgs.,26,11,50,25,FALSE,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,Sierras de Granada 9993,México D.F.,,5022,Mexico,(5) 555-3392,(5) 555-7293,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10260,8,41,7.7,16,0.25,OTTIK,4,19-07-1996,16-08-1996,29-07-1996,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,Jack's New England Clam Chowder,19,12 - 12 oz cans,9.65,85,0,10,FALSE,Ottilies Käseladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,Köln,,50739,Germany,0221-0644327,0221-0765721,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10260,5,57,15.6,50,0,OTTIK,4,19-07-1996,16-08-1996,29-07-1996,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,Ravioli Angelo,26,24 - 250 g pkgs.,19.5,36,0,20,FALSE,Ottilies Käseladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,Köln,,50739,Germany,0221-0644327,0221-0765721,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10260,3,62,39.4,15,0.25,OTTIK,4,19-07-1996,16-08-1996,29-07-1996,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,Tarte au sucre,29,48 pies,49.3,17,0,0,FALSE,Ottilies Käseladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,Köln,,50739,Germany,0221-0644327,0221-0765721,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10260,1,70,12,21,0.25,OTTIK,4,19-07-1996,16-08-1996,29-07-1996,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,Outback Lager,7,24 - 355 ml bottles,15,15,10,30,FALSE,Ottilies Käseladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,Köln,,50739,Germany,0221-0644327,0221-0765721,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10261,3,21,8,20,0,QUEDE,4,19-07-1996,16-08-1996,30-07-1996,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Sir Rodney's Scones,8,24 pkgs. x 4 pieces,10,3,40,5,FALSE,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,(21) 555-4252,(21) 555-4545,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10261,1,35,14.4,20,0,QUEDE,4,19-07-1996,16-08-1996,30-07-1996,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Steeleye Stout,16,24 - 12 oz bottles,18,20,0,15,FALSE,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,(21) 555-4252,(21) 555-4545,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10262,2,5,17,12,0.200000003,RATTC,8,22-07-1996,19-08-1996,25-07-1996,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Chef Anton's Gumbo Mix,2,36 boxes,21.35,0,0,0,TRUE,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,Callahan,Laura,Inside Sales Coordinator,Ms.,09-01-1958,05-03-1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,2
10262,7,7,24,15,0,RATTC,8,22-07-1996,19-08-1996,25-07-1996,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Uncle Bob's Organic Dried Pears,3,12 - 1 lb pkgs.,30,15,0,10,FALSE,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,Callahan,Laura,Inside Sales Coordinator,Ms.,09-01-1958,05-03-1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,2
10262,5,56,30.4,2,0,RATTC,8,22-07-1996,19-08-1996,25-07-1996,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Gnocchi di nonna Alice,26,24 - 250 g pkgs.,38,21,10,30,FALSE,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,Callahan,Laura,Inside Sales Coordinator,Ms.,09-01-1958,05-03-1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,2
10263,3,16,13.9,60,0.25,ERNSH,9,23-07-1996,20-08-1996,31-07-1996,3,146.06,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Pavlova,7,32 - 500 g boxes,17.45,29,0,10,FALSE,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Dodsworth,Anne,Sales Representative,Ms.,27-01-1966,15-11-1994,7 Houndstooth Rd.,London,Unknown,WG2 7LT,UK,(71) 555-4444,452,5
10263,1,24,3.6,28,0,ERNSH,9,23-07-1996,20-08-1996,31-07-1996,3,146.06,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Guaraná Fantástica,10,12 - 355 ml cans,4.5,20,0,0,TRUE,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Dodsworth,Anne,Sales Representative,Ms.,27-01-1966,15-11-1994,7 Houndstooth Rd.,London,Unknown,WG2 7LT,UK,(71) 555-4444,452,5
10263,8,30,20.7,60,0.25,ERNSH,9,23-07-1996,20-08-1996,31-07-1996,3,146.06,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Nord-Ost Matjeshering,13,10 - 200 g glasses,25.89,10,0,15,FALSE,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Dodsworth,Anne,Sales Representative,Ms.,27-01-1966,15-11-1994,7 Houndstooth Rd.,London,Unknown,WG2 7LT,UK,(71) 555-4444,452,5
10263,7,74,8,36,0.25,ERNSH,9,23-07-1996,20-08-1996,31-07-1996,3,146.06,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Longlife Tofu,4,5 kg pkg.,10,4,20,5,FALSE,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Dodsworth,Anne,Sales Representative,Ms.,27-01-1966,15-11-1994,7 Houndstooth Rd.,London,Unknown,WG2 7LT,UK,(71) 555-4444,452,5
10264,1,2,15.2,35,0,FOLKO,6,24-07-1996,21-08-1996,23-08-1996,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,Unknown,S-844 67,Sweden,Chang,1,24 - 12 oz bottles,19,17,40,25,FALSE,Folk och fä HB,Maria Larsson,Owner,Åkergatan 24,Bräcke,,S-844 67,Sweden,0695-34 67 21,,Suyama,Michael,Sales Representative,Mr.,02-07-1963,17-10-1993,"Coventry House_x000D_
Miner Rd.",London,Unknown,EC2 7JR,UK,(71) 555-7773,428,5
